Class,Precision,Recall,F1-Score,Support
BARBUNYA,0.9302325581395349,0.9056603773584906,0.9177820267686424,265
BOMBAY,1.0,1.0,1.0,104
CALI,0.9444444444444444,0.9386503067484663,0.9415384615384614,326
DERMASON,0.8963165075034106,0.926657263751763,0.9112343966712899,709
HOROZ,0.9657894736842105,0.9507772020725389,0.9582245430809401,386
SEKER,0.9506172839506173,0.9482758620689655,0.9494451294697903,406
SIRA,0.8631984585741811,0.8500948766603416,0.8565965583173997,527
