train_loss,val_loss,val_r2,learning_rates
42225.46273363042,32227.214633759213,0.011464446548062668,0.0001
29808.081015877877,23418.933867651023,0.2816490849862391,0.0001
20579.11335360097,17610.91728750899,0.45980382055960034,0.0001
17140.182721323727,16326.543239139473,0.49920062856441116,0.0001
16332.184178879697,13512.992797105358,0.5855032990299209,0.0001
14893.386281483208,13382.327790700288,0.5895113168885608,0.0001
14309.683826607738,11057.826548313331,0.6608129168981147,0.0001
12397.702075208483,9916.80009263473,0.6958126910295344,0.0001
10611.310313490436,7101.002121328322,0.7821843007123433,0.0001
9317.442619621443,6396.124980686466,0.8038056620116281,0.0001
8225.077989429734,5372.366391782408,0.8352083672614536,0.0001
7794.078067048979,4709.318681208704,0.855546650786948,0.0001
7037.736557294945,5411.227470060511,0.8340163484071784,0.0001
6787.119892056566,4112.942197226998,0.8738398668715003,0.0001
6650.630517200565,5499.28764629124,0.8313151938115035,0.0001
6841.369517394438,3844.488705269856,0.8820743927511329,0.0001
5740.700112161566,3495.54337213949,0.8927779188912125,0.0001
5855.302628131462,4286.411948721514,0.8685188661392029,0.0001
5999.925205515392,5947.055913733819,0.8175803781815072,0.0001
5796.626428492656,3879.022087659565,0.881015116209787,0.0001
5216.465948507182,3286.2860146487888,0.8991966692056077,0.0001
4922.026074534847,3137.747957067068,0.9037529148820626,0.0001
4978.069270259677,3631.6595552479434,0.8886026999067815,0.0001
4653.50901507148,3596.032096898457,0.8896955358738741,0.0001
4777.0966687997325,2921.7282620909746,0.9103790898155638,0.0001
4302.947632033498,3141.7372230439255,0.9036305480682226,0.0001
4257.0567300539615,3156.969448096458,0.9031633164640995,0.0001
4179.080255314635,2926.8128638845346,0.9102231240237806,0.0001
4168.597752396011,4048.378178832086,0.8758203017276337,0.0001
4379.0962364939,2954.9514276037453,0.9093600056817583,0.0001
4742.708944511723,3628.0798869210153,0.8887125031398366,0.0001
4013.4168838366527,3450.45742305137,0.8941608847966358,0.0001
4093.256160237381,2736.7804798289453,0.9160521651922162,0.0001
4072.9325653828,3233.2437133569592,0.9008236819519808,0.0001
4413.818961714395,2704.2619835209907,0.9170496364222548,0.0001
3867.5193689871426,3553.14397984861,0.8910110848788271,0.0001
4153.908117778951,4196.040179700141,0.8712909236679991,0.0001
3981.4510877582156,3477.432920234403,0.8933334398221664,0.0001
3884.548550618636,2991.791476603936,0.9082299753218259,0.0001
3681.8596403454303,3439.4875216136,0.8944973738464393,0.0001
3868.858704436449,3210.920685725262,0.901508419294818,0.0001
4046.3298708183947,4157.563018656171,0.8724711724923755,0.0001
3899.6466349159464,2707.6933371644363,0.9169443822337242,0.0001
3621.8068490730648,4731.68895325563,0.8548604680754098,0.0001
3497.7751712013633,2857.740857675409,0.9123418337598957,0.0001
3417.2207171737323,2568.0460884124413,0.9212279153001319,0.0001
3419.7694783477427,2676.506706712401,0.917900999445371,0.0001
3532.680925105506,3160.694855032615,0.9030490439008284,0.0001
3445.818310380046,2414.4939482797613,0.9259379624615562,0.0001
3512.227083795771,4300.216712071029,0.8680954233440921,0.0001
3691.2619686418248,2517.0803344682668,0.922791234978972,0.0001
3368.7842785993553,2595.05061945526,0.9203995778907866,0.0001
3352.3183255263357,2491.9646624661486,0.9235616331578367,0.0001
3179.8300180227675,2501.219258384883,0.9232777564544535,0.0001
3161.613465727415,2589.502771228734,0.9205697541380274,0.0001
3317.7612724393375,2735.286065390709,0.9160980055558822,0.0001
3488.625312233074,3225.412177499101,0.9010639091943051,0.0001
3354.5050870020427,2326.179359696658,0.928646918264882,0.0001
3619.9523243978715,2474.3458880081917,0.9241020674497185,0.0001
3124.1780869981794,2524.470596988353,0.9225645450434475,0.0001
3130.465348275097,2376.3140611480526,0.927109093368876,0.0001
3437.858837855503,2569.8773655567356,0.9211717412369134,0.0001
3052.2990011878205,2218.7067300466615,0.9319435280175226,0.0001
3048.0658331934314,2318.415246068467,0.928885075030799,0.0001
3236.272024768266,2648.3000710386887,0.918766206744075,0.0001
3109.3377306450616,2431.353982222419,0.9254207973813172,0.0001
3110.826380015749,2689.231610443214,0.9175106774947802,0.0001
2854.55650325474,2885.5632423420084,0.9114884132229644,0.0001
2851.167838360204,2402.783129557994,0.9262971818532788,0.0001
2990.409267887197,2708.5235091356526,0.9169189174423404,0.0001
3349.755659707393,2656.587093063843,0.9185120149298527,0.0001
2884.549986530778,3109.4772124004126,0.9046200862585959,0.0001
3052.5342516433507,2678.9406669805994,0.9178263405560264,0.0001
2819.7508121484307,2651.2784827217615,0.9186748489166848,5e-05
2699.960157136826,2463.907115334103,0.9244222660043381,5e-05
2626.453728568659,2452.0814454354045,0.9247850047771285,5e-05
2696.450682979118,2482.809075798246,0.9238424688275163,5e-05
2623.6449898972055,2294.2410376424286,0.9296265943655362,5e-05
