train_loss,val_loss,train_acc,val_acc,learning_rates
0.37183510824557275,0.2712193112820387,85.38841718413383,88.59604662949823,0.0001
0.26626645797683346,0.2389898244291544,89.49436066404765,89.50836289913836,0.0001
0.25931270805097395,0.24616776034235954,89.5070333291091,89.7110998479473,0.0001
0.24628114363839548,0.23087308928370476,89.81117729058421,89.60973137354283,0.0001
0.2456452279321609,0.232531713321805,90.051957926752,89.7110998479473,0.0001
0.2375720811467017,0.22707953490316868,90.20402990748954,89.7110998479473,0.0001
0.23640314850115007,0.22500494681298733,90.12799391712078,90.11657374556513,0.0001
0.23506222665309906,0.22752877324819565,90.17868457736662,90.01520527116067,0.0001
0.23292978973157943,0.2321830578148365,90.06463059181345,89.45767866193614,0.0001
0.2321227889868521,0.22135618142783642,90.41946521353441,89.96452103395843,0.0001
0.22721830539165006,0.22460157051682472,90.35610188822709,90.21794221996959,0.0001
0.22774565171810887,0.22561401687562466,90.67291851476365,90.11657374556513,0.0001
0.22253219831374385,0.22881879284977913,90.59688252439489,89.50836289913836,0.0001
0.2231562445240636,0.22360109724104404,90.86300849068559,89.86315255955398,0.0001
0.21962214381464065,0.22312249056994915,90.83766316056267,90.72478459199189,0.0001
0.21790772436126585,0.2199476733803749,90.92637181599291,90.62341611758742,0.0001
0.2138904011057269,0.22046989388763905,90.86300849068559,90.97820577800304,0.0001
0.21723442548705685,0.22417256608605385,91.0277531364846,90.47136340598074,0.0001
0.2131554393037673,0.2297398131340742,91.20517044734508,89.60973137354283,0.0001
0.21746863857392343,0.22308572009205818,90.8249904955012,90.16725798276735,0.0001
0.2149802186796742,0.22069690190255642,90.96438981117728,90.87683730359858,0.0001
0.2086342356858715,0.22428851574659348,91.25586110759093,90.52204764318297,0.0001
0.2082535187082906,0.23347657173871994,91.16715245216069,90.16725798276735,0.0001
0.21223451052942582,0.22705791145563126,91.16715245216069,90.47136340598074,0.0001
0.20647744738286541,0.22557095624506474,91.19249778228361,90.4206791687785,0.0001
0.20557399526719125,0.22510761953890324,91.11646179191484,90.5727318803852,0.0001
0.2032606981454357,0.2235140334814787,91.44595108351287,90.0658895083629,5e-05
0.20161436402028607,0.22415749914944172,91.61069572931187,90.77546882919412,5e-05
0.19477201084936818,0.22900614887475967,91.69940438474211,90.01520527116067,5e-05
0.19526216580021766,0.23630860447883606,91.72474971486504,89.91383679675621,5e-05
0.19278996341651486,0.23434076644480228,91.91483969078698,90.11657374556513,5e-05
