train_loss,val_loss,val_r2,learning_rates
0.44689288248552655,0.5802406867548378,0.05513189481129055,2e-05
0.35102774370585055,0.3870832661980712,0.3696708392806003,3e-05
0.27216555914999896,0.3222853987246973,0.47518814492977857,4e-05
0.24372775490841855,0.3137163220997876,0.4891420855635802,5e-05
0.23071420446005353,0.43623098044848385,0.2896383040491083,6e-05
0.22382573038339615,0.7268787651332069,-0.18365461789285709,7e-05
0.21933613528413226,0.2916333554643586,0.5251021532246365,8e-05
0.21758624039606805,0.2952288005570566,0.519247297334523,9e-05
0.21496790663953913,0.30014373688586865,0.5112437816929759,0.0001
0.21261655754732506,0.29215232409752107,0.524257054908041,0.0001
0.21239833967969907,0.2898288465687699,0.5280406203309158,9.5e-05
0.21037792083838128,0.2891637400627075,0.5291236861286639,9.025e-05
0.20969299626666188,0.28766402028781074,0.5315658419205616,8.573749999999999e-05
0.20873187618868766,0.28759806469650534,0.5316732351727667,8.1450625e-05
0.2078704536947983,0.28596793112662466,0.5343277687777247,7.737809374999998e-05
0.20823073632209244,0.2820136908416064,0.5407668830634331,7.350918906249998e-05
0.20750901530646856,0.28414002199957544,0.5373043446008362,6.983372960937497e-05
0.20606501092908136,0.2897642958510169,0.5281457366045657,6.634204312890623e-05
0.20554740702276988,0.28006425126720286,0.5439413601819185,6.30249409724609e-05
0.20515731532973697,0.28516201768665783,0.5356401231610312,5.987369392383787e-05
0.20402579915773528,0.2816784037817655,0.5413128655336487,5.688000922764597e-05
0.20565653250246385,0.28759856809743134,0.5316724261353288,5.403600876626367e-05
0.2051492491469741,0.27940647927003576,0.5450124831916846,5.1334208327950485e-05
0.20519130887508918,0.2823062091513352,0.5402905457817506,4.876749791155295e-05
0.20364444447932128,0.27891726331221905,0.5458091291469938,4.6329123015975305e-05
0.20458241441918262,0.2801540418754481,0.5437951474279461,4.4012666865176535e-05
0.2028408230304981,0.2788006459998371,0.5459990219567923,4.181203352191771e-05
0.20455358585313982,0.28111329194843176,0.5422330982149561,3.972143184582182e-05
0.20348931034866546,0.27774099620619686,0.5477245618265791,3.7735360253530726e-05
0.20286563522373605,0.27879288126229934,0.546011665194078,3.584859224085419e-05
0.20262613037300953,0.2806246303340048,0.543028834824117,3.405616262881148e-05
0.20401373803286627,0.27724385805612817,0.5485341105524086,3.2353354497370904e-05
0.20116753667329848,0.28033425578548915,0.5435016873502652,3.073568677250236e-05
0.20253552077029716,0.27627899593951544,0.5501052923743428,2.919890243387724e-05
0.2020719131623409,0.27763796773553656,0.5478923337471486,2.7738957312183377e-05
0.20238791090368435,0.2767916866974647,0.5492704285338819,2.6352009446574204e-05
0.20201112121080458,0.27799773961115115,0.5473064882273102,2.5034408974245492e-05
0.20179131475768605,0.2778158146488913,0.5476027322706394,2.3782688525533216e-05
0.20243101976565178,0.2771308992321886,0.5487180558705079,2.2593554099256555e-05
0.20165400309015322,0.27619970122381293,0.5502344197050961,2.146387639429373e-05
0.20081448663544182,0.27660612037490623,0.549572607150649,2.039068257457904e-05
0.20211688993256086,0.27739394022753344,0.5482897217952464,1.9371148445850086e-05
0.20142828309641242,0.27556844083847093,0.5512623720001166,1.8402591023557583e-05
0.20094206577236814,0.27495946309940494,0.5522540341606602,1.74824614723797e-05
0.20104060193758136,0.27693914622639915,0.5490303094118723,1.6608338398760718e-05
0.2005000358352861,0.2780171860760967,0.5472748264546041,1.577792147882268e-05
0.20051796257364302,0.2754332679189309,0.5514824874177929,1.4989025404881546e-05
0.2007817139162396,0.2757974661271367,0.5508894298860937,1.4239574134637468e-05
0.19942127881986943,0.27568365848375326,0.5510747603463589,1.3527595427905592e-05
0.20073580812605274,0.2769565903578107,0.5490019001425994,1.2851215656510312e-05
0.20002500673398277,0.27552206838483,0.5513378833032976,1.2208654873684796e-05
0.19980139747492262,0.27487123206856,0.5523977152565025,1.1598222130000557e-05
0.1999803278389619,0.2764558005297894,0.549817382140147,1.1018311023500529e-05
0.20087829212479244,0.2746921773838954,0.5526892805895721,1.04673954723255e-05
0.20061248547457175,0.27547329774722207,0.5514173042846885,9.944025698709225e-06
0.199066959913598,0.2747281772805827,0.5526306657788133,9.446824413773763e-06
0.1996601785781894,0.27590176022302704,0.5507195947495189,8.974483193085076e-06
