,XGBoost
model_name,XGBoost
mse,32671.77920773835
rmse,180.75336568854908
mae,68.89989999337797
r2_score,0.1839389375708489
mape,0.49547003000628786
explained_variance,0.18454997866465617
max_error,5123.194091796875
median_absolute_error,32.15343475341797
train_time,1.3936235904693604
inference_time,0.03085470199584961
predictions_per_second,316872.28744958044
cv_r2_mean,0.11328998975327924
cv_r2_std,0.019370549050180815
