Model,RMSE,MAE,R2,MAPE,Max_Error,Q95_Error,Residual_Std,Residual_Skew,Residual_Kurtosis,RMSE_Rank,MAE_Rank,R2_Rank,Overall_Rank
XGBoost,37.923165218083625,23.884510880429406,0.9545824166034979,0.45248302805612445,386.8455505371094,75.72309112548828,37.92147176592295,0.711029375554209,13.590925866306304,1.0,1.0,1.0,1.0
Improved FT-Transformer,44.14032529252371,27.95655325833618,0.9384701402982683,0.394057018206331,438.7830810546875,90.10960388183594,44.03098876482915,1.0791009355100425,11.548036393538679,2.0,2.0,2.0,2.0
SAINT,46.54530999628656,29.557962696240537,0.9315825757123155,0.3389196755562319,423.04205322265625,100.20278930664062,46.46652674302993,0.5373803164156278,9.013545150544934,3.0,3.0,3.0,3.0
